"id_sequence" ,"matrix"                                                                                                                                   ,"sequence"
          361 ,"[[3, 4, 9, 20, 42, 86], [1, 5, 11, 22, 44, 0], [4, 6, 11, 22, 0, 0], [2, 5, 11, 0, 0, 0], [3, 6, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"        ,"[3, 4, 9, 20, 42, 86, 172, 332, 613, 1080]"
          362 ,"[[5, 6, 12, 29, 69, 152], [1, 6, 17, 40, 83, 0], [5, 11, 23, 43, 0, 0], [6, 12, 20, 0, 0, 0], [6, 8, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"    ,"[5, 6, 12, 29, 69, 152, 308, 579, 1021, 1706]"
          363 ,"[[4, 10, 20, 35, 62, 116], [6, 10, 15, 27, 54, 0], [4, 5, 12, 27, 0, 0], [1, 7, 15, 0, 0, 0], [6, 8, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"    ,"[4, 10, 20, 35, 62, 116, 222, 417, 752, 1294]"
          364 ,"[[2, 7, 18, 38, 76, 149], [5, 11, 20, 38, 73, 0], [6, 9, 18, 35, 0, 0], [3, 9, 17, 0, 0, 0], [6, 8, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"     ,"[2, 7, 18, 38, 76, 149, 284, 520, 910, 1523]"
          365 ,"[[3, 9, 18, 33, 62, 119], [6, 9, 15, 29, 57, 0], [3, 6, 14, 28, 0, 0], [3, 8, 14, 0, 0, 0], [5, 6, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[3, 9, 18, 33, 62, 119, 225, 409, 709, 1173]"
          366 ,"[[5, 6, 9, 20, 47, 106], [1, 3, 11, 27, 59, 0], [2, 8, 16, 32, 0, 0], [6, 8, 16, 0, 0, 0], [2, 8, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"       ,"[5, 6, 9, 20, 47, 106, 227, 460, 881, 1598]"
          367 ,"[[4, 8, 15, 27, 52, 105], [4, 7, 12, 25, 53, 0], [3, 5, 13, 28, 0, 0], [2, 8, 15, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[4, 8, 15, 27, 52, 105, 209, 396, 708, 1198]"
          368 ,"[[2, 7, 15, 31, 62, 123], [5, 8, 16, 31, 61, 0], [3, 8, 15, 30, 0, 0], [5, 7, 15, 0, 0, 0], [2, 8, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[2, 7, 15, 31, 62, 123, 243, 471, 882, 1583]"
          369 ,"[[4, 8, 13, 25, 52, 110], [4, 5, 12, 27, 58, 0], [1, 7, 15, 31, 0, 0], [6, 8, 16, 0, 0, 0], [2, 8, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[4, 8, 13, 25, 52, 110, 229, 459, 876, 1588]"
          370 ,"[[6, 11, 18, 29, 48, 84], [5, 7, 11, 19, 36, 0], [2, 4, 8, 17, 0, 0], [2, 4, 9, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"        ,"[6, 11, 18, 29, 48, 84, 154, 286, 522, 921]"
          371 ,"[[5, 9, 19, 41, 83, 156], [4, 10, 22, 42, 73, 0], [6, 12, 20, 31, 0, 0], [6, 8, 11, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"    ,"[5, 9, 19, 41, 83, 156, 275, 460, 737, 1139]"
          372 ,"[[5, 8, 16, 34, 73, 156], [3, 8, 18, 39, 83, 0], [5, 10, 21, 44, 0, 0], [5, 11, 23, 0, 0, 0], [6, 12, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"   ,"[5, 8, 16, 34, 73, 156, 324, 642, 1205, 2144]"
          373 ,"[[3, 9, 19, 39, 78, 149], [6, 10, 20, 39, 71, 0], [4, 10, 19, 32, 0, 0], [6, 9, 13, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"    ,"[3, 9, 19, 39, 78, 149, 270, 465, 765, 1209]"
          374 ,"[[5, 9, 14, 21, 34, 66], [4, 5, 7, 13, 32, 0], [1, 2, 6, 19, 0, 0], [1, 4, 13, 0, 0, 0], [3, 9, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"         ,"[5, 9, 14, 21, 34, 66, 145, 320, 667, 1295]"
          375 ,"[[4, 7, 12, 21, 38, 72], [3, 5, 9, 17, 34, 0], [2, 4, 8, 17, 0, 0], [2, 4, 9, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"          ,"[4, 7, 12, 21, 38, 72, 140, 270, 504, 901]"
          376 ,"[[1, 3, 8, 20, 47, 106], [2, 5, 12, 27, 59, 0], [3, 7, 15, 32, 0, 0], [4, 8, 17, 0, 0, 0], [4, 9, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[1, 3, 8, 20, 47, 106, 228, 463, 885, 1597]"
          377 ,"[[6, 9, 13, 19, 29, 50], [3, 4, 6, 10, 21, 0], [1, 2, 4, 11, 0, 0], [1, 2, 7, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"          ,"[6, 9, 13, 19, 29, 50, 98, 202, 408, 783]"
          378 ,"[[1, 3, 11, 31, 72, 148], [2, 8, 20, 41, 76, 0], [6, 12, 21, 35, 0, 0], [6, 9, 14, 0, 0, 0], [3, 5, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"     ,"[1, 3, 11, 31, 72, 148, 280, 498, 843, 1369]"
          379 ,"[[1, 7, 14, 25, 44, 78], [6, 7, 11, 19, 34, 0], [1, 4, 8, 15, 0, 0], [3, 4, 7, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"         ,"[1, 7, 14, 25, 44, 78, 139, 246, 427, 721]"
          380 ,"[[5, 7, 11, 21, 44, 94], [2, 4, 10, 23, 50, 0], [2, 6, 13, 27, 0, 0], [4, 7, 14, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"       ,"[5, 7, 11, 21, 44, 94, 196, 390, 735, 1313]"
          381 ,"[[6, 12, 24, 47, 91, 173], [6, 12, 23, 44, 82, 0], [6, 11, 21, 38, 0, 0], [5, 10, 17, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"  ,"[6, 12, 24, 47, 91, 173, 319, 566, 964, 1578]"
          382 ,"[[2, 4, 7, 17, 44, 106], [2, 3, 10, 27, 62, 0], [1, 7, 17, 35, 0, 0], [6, 10, 18, 0, 0, 0], [4, 8, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[2, 4, 7, 17, 44, 106, 233, 471, 886, 1568]"
          383 ,"[[1, 3, 8, 21, 53, 122], [2, 5, 13, 32, 69, 0], [3, 8, 19, 37, 0, 0], [5, 11, 18, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"      ,"[1, 3, 8, 21, 53, 122, 254, 484, 857, 1429]"
          384 ,"[[2, 3, 6, 17, 48, 122], [1, 3, 11, 31, 74, 0], [2, 8, 20, 43, 0, 0], [6, 12, 23, 0, 0, 0], [6, 11, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[2, 3, 6, 17, 48, 122, 278, 576, 1102, 1973]"
          385 ,"[[2, 6, 12, 22, 43, 91], [4, 6, 10, 21, 48, 0], [2, 4, 11, 27, 0, 0], [2, 7, 16, 0, 0, 0], [5, 9, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"       ,"[2, 6, 12, 22, 43, 91, 195, 401, 776, 1412]"
          386 ,"[[2, 4, 12, 31, 72, 155], [2, 8, 19, 41, 83, 0], [6, 11, 22, 42, 0, 0], [5, 11, 20, 0, 0, 0], [6, 9, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"    ,"[2, 4, 12, 31, 72, 155, 312, 590, 1054, 1790]"
          387 ,"[[3, 9, 21, 41, 76, 142], [6, 12, 20, 35, 66, 0], [6, 8, 15, 31, 0, 0], [2, 7, 16, 0, 0, 0], [5, 9, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[3, 9, 21, 41, 76, 142, 268, 500, 905, 1575]"
          388 ,"[[4, 9, 19, 35, 59, 99], [5, 10, 16, 24, 40, 0], [5, 6, 8, 16, 0, 0], [1, 2, 8, 0, 0, 0], [1, 6, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"        ,"[4, 9, 19, 35, 59, 99, 174, 319, 590, 1069]"
          389 ,"[[2, 5, 12, 28, 61, 128], [3, 7, 16, 33, 67, 0], [4, 9, 17, 34, 0, 0], [5, 8, 17, 0, 0, 0], [3, 9, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[2, 5, 12, 28, 61, 128, 261, 513, 964, 1727]"
          390 ,"[[2, 3, 6, 15, 40, 98], [1, 3, 9, 25, 58, 0], [2, 6, 16, 33, 0, 0], [4, 10, 17, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"        ,"[2, 3, 6, 15, 40, 98, 214, 422, 766, 1301]"
          391 ,"[[2, 5, 11, 23, 47, 93], [3, 6, 12, 24, 46, 0], [3, 6, 12, 22, 0, 0], [3, 6, 10, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[2, 5, 11, 23, 47, 93, 176, 317, 544, 893]"
          392 ,"[[2, 4, 10, 25, 58, 126], [2, 6, 15, 33, 68, 0], [4, 9, 18, 35, 0, 0], [5, 9, 17, 0, 0, 0], [4, 8, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[2, 4, 10, 25, 58, 126, 258, 499, 914, 1592]"
          393 ,"[[2, 4, 10, 23, 50, 108], [2, 6, 13, 27, 58, 0], [4, 7, 14, 31, 0, 0], [3, 7, 17, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"     ,"[2, 4, 10, 23, 50, 108, 230, 471, 914, 1676]"
          394 ,"[[4, 7, 11, 21, 47, 106], [3, 4, 10, 26, 59, 0], [1, 6, 16, 33, 0, 0], [5, 10, 17, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"     ,"[4, 7, 11, 21, 47, 106, 224, 438, 798, 1369]"
          395 ,"[[2, 5, 10, 18, 34, 72], [3, 5, 8, 16, 38, 0], [2, 3, 8, 22, 0, 0], [1, 5, 14, 0, 0, 0], [4, 9, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"         ,"[2, 5, 10, 18, 34, 72, 160, 345, 698, 1319]"
          396 ,"[[4, 10, 22, 43, 79, 140], [6, 12, 21, 36, 61, 0], [6, 9, 15, 25, 0, 0], [3, 6, 10, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"    ,"[4, 10, 22, 43, 79, 140, 241, 403, 654, 1030]"
          397 ,"[[6, 10, 16, 30, 60, 117], [4, 6, 14, 30, 57, 0], [2, 8, 16, 27, 0, 0], [6, 8, 11, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"     ,"[6, 10, 16, 30, 60, 117, 216, 377, 626, 996]"
          398 ,"[[1, 6, 15, 29, 50, 84], [5, 9, 14, 21, 34, 0], [4, 5, 7, 13, 0, 0], [1, 2, 6, 0, 0, 0], [1, 4, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"         ,"[1, 6, 15, 29, 50, 84, 144, 253, 447, 778]"
          399 ,"[[1, 2, 6, 18, 46, 106], [1, 4, 12, 28, 60, 0], [3, 8, 16, 32, 0, 0], [5, 8, 16, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[1, 2, 6, 18, 46, 106, 227, 456, 863, 1546]"
          400 ,"[[2, 3, 5, 9, 22, 61], [1, 2, 4, 13, 39, 0], [1, 2, 9, 26, 0, 0], [1, 7, 17, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"          ,"[2, 3, 5, 9, 22, 61, 157, 359, 738, 1391]"
          401 ,"[[2, 3, 7, 16, 35, 77], [1, 4, 9, 19, 42, 0], [3, 5, 10, 23, 0, 0], [2, 5, 13, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"         ,"[2, 3, 7, 16, 35, 77, 168, 352, 696, 1295]"
          402 ,"[[5, 9, 16, 31, 61, 121], [4, 7, 15, 30, 60, 0], [3, 8, 15, 30, 0, 0], [5, 7, 15, 0, 0, 0], [2, 8, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[5, 9, 16, 31, 61, 121, 240, 467, 877, 1577]"
          403 ,"[[3, 9, 20, 40, 79, 155], [6, 11, 20, 39, 76, 0], [5, 9, 19, 37, 0, 0], [4, 10, 18, 0, 0, 0], [6, 8, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"    ,"[3, 9, 20, 40, 79, 155, 296, 542, 947, 1581]"
          404 ,"[[3, 5, 10, 22, 48, 104], [2, 5, 12, 26, 56, 0], [3, 7, 14, 30, 0, 0], [4, 7, 16, 0, 0, 0], [3, 9, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[3, 5, 10, 22, 48, 104, 221, 451, 873, 1599]"
          405 ,"[[6, 9, 18, 34, 60, 106], [3, 9, 16, 26, 46, 0], [6, 7, 10, 20, 0, 0], [1, 3, 10, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[6, 9, 18, 34, 60, 106, 194, 363, 674, 1215]"
          406 ,"[[3, 9, 20, 38, 66, 112], [6, 11, 18, 28, 46, 0], [5, 7, 10, 18, 0, 0], [2, 3, 8, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[3, 9, 20, 38, 66, 112, 193, 339, 597, 1035]"
          407 ,"[[1, 4, 11, 27, 60, 125], [3, 7, 16, 33, 65, 0], [4, 9, 17, 32, 0, 0], [5, 8, 15, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[1, 4, 11, 27, 60, 125, 248, 470, 851, 1474]"
          408 ,"[[6, 9, 17, 31, 53, 87], [3, 8, 14, 22, 34, 0], [5, 6, 8, 12, 0, 0], [1, 2, 4, 0, 0, 0], [1, 2, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"         ,"[6, 9, 17, 31, 53, 87, 140, 223, 352, 549]"
          409 ,"[[4, 5, 10, 21, 41, 76], [1, 5, 11, 20, 35, 0], [4, 6, 9, 15, 0, 0], [2, 3, 6, 0, 0, 0], [1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"         ,"[4, 5, 10, 21, 41, 76, 137, 242, 418, 703]"
          410 ,"[[6, 10, 15, 27, 56, 121], [4, 5, 12, 29, 65, 0], [1, 7, 17, 36, 0, 0], [6, 10, 19, 0, 0, 0], [4, 9, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[6, 10, 15, 27, 56, 121, 255, 510, 962, 1716]"
          411 ,"[[4, 6, 9, 16, 32, 69], [2, 3, 7, 16, 37, 0], [1, 4, 9, 21, 0, 0], [3, 5, 12, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"          ,"[4, 6, 9, 16, 32, 69, 151, 319, 636, 1192]"
          412 ,"[[1, 3, 11, 29, 67, 144], [2, 8, 18, 38, 77, 0], [6, 10, 20, 39, 0, 0], [4, 10, 19, 0, 0, 0], [6, 9, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"    ,"[1, 3, 11, 29, 67, 144, 291, 554, 997, 1705]"
          413 ,"[[1, 7, 14, 24, 45, 92], [6, 7, 10, 21, 47, 0], [1, 3, 11, 26, 0, 0], [2, 8, 15, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[1, 7, 14, 24, 45, 92, 188, 365, 665, 1141]"
          414 ,"[[4, 7, 16, 33, 66, 133], [3, 9, 17, 33, 67, 0], [6, 8, 16, 34, 0, 0], [2, 8, 18, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[4, 7, 16, 33, 66, 133, 266, 515, 952, 1675]"
          415 ,"[[4, 10, 21, 41, 75, 134], [6, 11, 20, 34, 59, 0], [5, 9, 14, 25, 0, 0], [4, 5, 11, 0, 0, 0], [1, 6, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[4, 10, 21, 41, 75, 134, 240, 431, 766, 1330]"
          416 ,"[[1, 3, 8, 17, 36, 79], [2, 5, 9, 19, 43, 0], [3, 4, 10, 24, 0, 0], [1, 6, 14, 0, 0, 0], [5, 8, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"         ,"[1, 3, 8, 17, 36, 79, 171, 351, 675, 1219]"
          417 ,"[[4, 7, 13, 28, 62, 135], [3, 6, 15, 34, 73, 0], [3, 9, 19, 39, 0, 0], [6, 10, 20, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"    ,"[4, 7, 13, 28, 62, 135, 283, 564, 1064, 1903]"
          418 ,"[[4, 9, 15, 27, 53, 108], [5, 6, 12, 26, 55, 0], [1, 6, 14, 29, 0, 0], [5, 8, 15, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[4, 9, 15, 27, 53, 108, 218, 424, 786, 1387]"
          419 ,"[[6, 10, 18, 36, 75, 152], [4, 8, 18, 39, 77, 0], [4, 10, 21, 38, 0, 0], [6, 11, 17, 0, 0, 0], [5, 6, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"   ,"[6, 10, 18, 36, 75, 152, 291, 524, 892, 1446]"
          420 ,"[[1, 3, 8, 21, 50, 107], [2, 5, 13, 29, 57, 0], [3, 8, 16, 28, 0, 0], [5, 8, 12, 0, 0, 0], [3, 4, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[1, 3, 8, 21, 50, 107, 209, 379, 647, 1051]"
          421 ,"[[4, 6, 13, 29, 61, 124], [2, 7, 16, 32, 63, 0], [5, 9, 16, 31, 0, 0], [4, 7, 15, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[4, 6, 13, 29, 61, 124, 246, 473, 874, 1546]"
          422 ,"[[1, 2, 9, 26, 59, 117], [1, 7, 17, 33, 58, 0], [6, 10, 16, 25, 0, 0], [4, 6, 9, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"       ,"[1, 2, 9, 26, 59, 117, 213, 365, 597, 940]"
          423 ,"[[6, 10, 15, 25, 50, 107], [4, 5, 10, 25, 57, 0], [1, 5, 15, 32, 0, 0], [4, 10, 17, 0, 0, 0], [6, 7, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"    ,"[6, 10, 15, 25, 50, 107, 221, 426, 766, 1296]"
          424 ,"[[5, 6, 10, 21, 48, 111], [1, 4, 11, 27, 63, 0], [3, 7, 16, 36, 0, 0], [4, 9, 20, 0, 0, 0], [5, 11, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"     ,"[5, 6, 10, 21, 48, 111, 247, 516, 1007, 1844]"
          425 ,"[[3, 9, 16, 28, 52, 101], [6, 7, 12, 24, 49, 0], [1, 5, 12, 25, 0, 0], [4, 7, 13, 0, 0, 0], [3, 6, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"      ,"[3, 9, 16, 28, 52, 101, 197, 374, 681, 1185]"
          426 ,"[[5, 8, 16, 34, 69, 131], [3, 8, 18, 35, 62, 0], [5, 10, 17, 27, 0, 0], [5, 7, 10, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"     ,"[5, 8, 16, 34, 69, 131, 234, 397, 645, 1010]"
          427 ,"[[6, 7, 10, 20, 44, 97], [1, 3, 10, 24, 53, 0], [2, 7, 14, 29, 0, 0], [5, 7, 15, 0, 0, 0], [2, 8, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"       ,"[6, 7, 10, 20, 44, 97, 208, 426, 826, 1515]"
          428 ,"[[5, 10, 20, 37, 65, 111], [5, 10, 17, 28, 46, 0], [5, 7, 11, 18, 0, 0], [2, 4, 7, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"     ,"[5, 10, 20, 37, 65, 111, 186, 306, 493, 776]"
          429 ,"[[5, 7, 15, 30, 56, 104], [2, 8, 15, 26, 48, 0], [6, 7, 11, 22, 0, 0], [1, 4, 11, 0, 0, 0], [3, 7, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[5, 7, 15, 30, 56, 104, 196, 369, 679, 1205]"
          430 ,"[[6, 8, 11, 19, 37, 77], [2, 3, 8, 18, 40, 0], [1, 5, 10, 22, 0, 0], [4, 5, 12, 0, 0, 0], [1, 7, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"        ,"[6, 8, 11, 19, 37, 77, 164, 342, 680, 1278]"
          431 ,"[[6, 10, 20, 38, 69, 124], [4, 10, 18, 31, 55, 0], [6, 8, 13, 24, 0, 0], [2, 5, 11, 0, 0, 0], [3, 6, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"    ,"[6, 10, 20, 38, 69, 124, 223, 398, 696, 1182]"
          432 ,"[[1, 4, 11, 26, 55, 111], [3, 7, 15, 29, 56, 0], [4, 8, 14, 27, 0, 0], [4, 6, 13, 0, 0, 0], [2, 7, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"      ,"[1, 4, 11, 26, 55, 111, 219, 421, 781, 1390]"
          433 ,"[[3, 7, 16, 36, 77, 157], [4, 9, 20, 41, 80, 0], [5, 11, 21, 39, 0, 0], [6, 10, 18, 0, 0, 0], [4, 8, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"    ,"[3, 7, 16, 36, 77, 157, 306, 570, 1015, 1731]"
          434 ,"[[6, 12, 24, 46, 86, 162], [6, 12, 22, 40, 76, 0], [6, 10, 18, 36, 0, 0], [4, 8, 18, 0, 0, 0], [4, 10, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"  ,"[6, 12, 24, 46, 86, 162, 308, 580, 1062, 1872]"
          435 ,"[[4, 5, 12, 28, 61, 126], [1, 7, 16, 33, 65, 0], [6, 9, 17, 32, 0, 0], [3, 8, 15, 0, 0, 0], [5, 7, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[4, 5, 12, 28, 61, 126, 247, 459, 810, 1363]"
          436 ,"[[4, 6, 11, 23, 48, 95], [2, 5, 12, 25, 47, 0], [3, 7, 13, 22, 0, 0], [4, 6, 9, 0, 0, 0], [2, 3, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"        ,"[4, 6, 11, 23, 48, 95, 177, 312, 524, 844]"
          437 ,"[[1, 4, 10, 22, 48, 106], [3, 6, 12, 26, 58, 0], [3, 6, 14, 32, 0, 0], [3, 8, 18, 0, 0, 0], [5, 10, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"     ,"[1, 4, 10, 22, 48, 106, 229, 470, 907, 1648]"
          438 ,"[[3, 4, 10, 23, 47, 91], [1, 6, 13, 24, 44, 0], [5, 7, 11, 20, 0, 0], [2, 4, 9, 0, 0, 0], [2, 5, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"        ,"[3, 4, 10, 23, 47, 91, 172, 318, 571, 990]"
          439 ,"[[2, 8, 16, 31, 62, 125], [6, 8, 15, 31, 63, 0], [2, 7, 16, 32, 0, 0], [5, 9, 16, 0, 0, 0], [4, 7, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"      ,"[2, 8, 16, 31, 62, 125, 246, 464, 834, 1430]"
          440 ,"[[5, 8, 14, 26, 52, 109], [3, 6, 12, 26, 57, 0], [3, 6, 14, 31, 0, 0], [3, 8, 17, 0, 0, 0], [5, 9, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"      ,"[5, 8, 14, 26, 52, 109, 227, 453, 855, 1526]"
          441 ,"[[6, 7, 14, 32, 67, 130], [1, 7, 18, 35, 63, 0], [6, 11, 17, 28, 0, 0], [5, 6, 11, 0, 0, 0], [1, 5, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"     ,"[6, 7, 14, 32, 67, 130, 241, 433, 756, 1281]"
          442 ,"[[1, 7, 17, 33, 58, 102], [6, 10, 16, 25, 44, 0], [4, 6, 9, 19, 0, 0], [2, 3, 10, 0, 0, 0], [1, 7, 0, 0, 0, 0], [6, 0, 0, 0, 0, 0]]"      ,"[1, 7, 17, 33, 58, 102, 188, 358, 679, 1249]"
          443 ,"[[4, 8, 13, 23, 48, 108], [4, 5, 10, 25, 60, 0], [1, 5, 15, 35, 0, 0], [4, 10, 20, 0, 0, 0], [6, 10, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"    ,"[4, 8, 13, 23, 48, 108, 237, 487, 932, 1672]"
          444 ,"[[3, 8, 15, 30, 63, 129], [5, 7, 15, 33, 66, 0], [2, 8, 18, 33, 0, 0], [6, 10, 15, 0, 0, 0], [4, 5, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]"     ,"[3, 8, 15, 30, 63, 129, 249, 451, 771, 1254]"
          445 ,"[[5, 10, 18, 30, 49, 84], [5, 8, 12, 19, 35, 0], [3, 4, 7, 16, 0, 0], [1, 3, 9, 0, 0, 0], [2, 6, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"        ,"[5, 10, 18, 30, 49, 84, 154, 292, 549, 998]"
          446 ,"[[2, 6, 14, 29, 57, 110], [4, 8, 15, 28, 53, 0], [4, 7, 13, 25, 0, 0], [3, 6, 12, 0, 0, 0], [3, 6, 0, 0, 0, 0], [3, 0, 0, 0, 0, 0]]"      ,"[2, 6, 14, 29, 57, 110, 209, 387, 692, 1190]"
          447 ,"[[6, 11, 21, 39, 69, 121], [5, 10, 18, 30, 52, 0], [5, 8, 12, 22, 0, 0], [3, 4, 10, 0, 0, 0], [1, 6, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"    ,"[6, 11, 21, 39, 69, 121, 216, 391, 704, 1239]"
          448 ,"[[4, 10, 20, 38, 70, 128], [6, 10, 18, 32, 58, 0], [4, 8, 14, 26, 0, 0], [4, 6, 12, 0, 0, 0], [2, 6, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0]]"    ,"[4, 10, 20, 38, 70, 128, 234, 424, 752, 1294]"
          449 ,"[[5, 11, 20, 33, 54, 95], [6, 9, 13, 21, 41, 0], [3, 4, 8, 20, 0, 0], [1, 4, 12, 0, 0, 0], [3, 8, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0]]"       ,"[5, 11, 20, 33, 54, 95, 181, 355, 683, 1259]"
          450 ,"[[3, 7, 15, 30, 61, 125], [4, 8, 15, 31, 64, 0], [4, 7, 16, 33, 0, 0], [3, 9, 17, 0, 0, 0], [6, 8, 0, 0, 0, 0], [2, 0, 0, 0, 0, 0]]"      ,"[3, 7, 15, 30, 61, 125, 249, 472, 847, 1443]"
